0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.00056445391787516,0.00966734511935264,-0.0109327386833582,-0.00138038542467646,-0.0019696453296899,0.00169060451573751,-1.59348967273181e-05,3.5762279848451e-05,5.09479218638478e-06,9.8368436704154e-07,0.00805169318426592,0.00854669487668015,3.46233149142971
1,0.00146417497030697,-0.00943967885088495,-0.00252152933499157,0.0016821675502063,0.00108826897727741,0.000297700106765296,1.16813600093701e-06,-1.94102752920351e-05,2.16349426885564e-05,1.40328157339282e-05,0.0202515438886436,0.0212831559359568,1.92019860856845
2,-0.000793050313827228,0.00531012088840946,0.00352378038468328,0.00204690203563841,-0.000800170989732831,0.00054706497771631,3.9943039669536e-06,-1.42134055674902e-05,-1.19285442016293e-05,-5.5974771274316e-06,0.0295100250091774,0.0278895413521124,2.45060157611114
3,-0.000983208611086884,0.01043731040817,0.00728835807108816,0.00136457430459638,-0.00203819004726739,-0.00011778096366951,-1.28581155296666e-05,-3.54967633641059e-06,-1.61120038679566e-05,-2.22306838546491e-05,0.0171846104392484,0.014654221146229,2.96833304572047
4,0.00107286660593654,-0.0055984510352122,0.0190884222863822,-2.58200176786542e-05,0.000914374184084819,-0.000968470000624305,3.54887132884504e-06,-3.99334473561416e-05,2.33829643545653e-07,-1.5804772041779e-05,0.0114041980990572,0.0110930798174619,1.99317241501145
5,-0.0015193645161334,0.000264018339233459,0.00981334714637535,-0.000801279793690491,0.00345536552777505,0.00083682404678518,-1.2742900239947e-06,-1.33013449903481e-05,-4.56914724041542e-06,-1.54411016854572e-05,0.0116407190679883,0.00924616305419948,4.49582784083578
6,-0.00095440706790261,-0.00657668655882957,-0.00840519554228238,-0.000706770464883935,0.00238510297520258,-0.0014989413455379,2.60128296325304e-06,1.86421774322216e-05,1.74474736798659e-05,4.71159888004795e-06,0.00806248517245213,0.00676587390692036,3.59016322154674
7,0.00097782193979465,-0.00321485051003652,0.006862290532412,-0.00171215706941596,-0.00149547584464465,-0.00106407840280715,-2.91314510247026e-06,-1.16765206696116e-05,1.48983293863113e-05,-1.07079376914235e-05,0.0176137313134187,0.0169458129217575,2.8063466131615
8,-0.00177451993119348,-0.00214883866507181,0.007055429529876,-3.8325911463547e-05,0.00411659201563479,-0.000849361869577187,8.65296770548178e-07,8.82827921418825e-06,6.97326478294357e-06,5.86764978907753e-07,0.0146110448549589,0.0127440593049869,5.44686268985472
9,-0.00419790631957779,0.00860484198268514,-0.00369415355915147,-0.00102784689331085,-0.00259448711745899,-0.000746482965240038,-3.57004556287922e-06,1.85356303097961e-05,-2.50597898682246e-05,5.21774718264524e-06,0.00601984814347346,0.00361351061777178,3.89979381691031
10,0.00350423210136656,-0.00550458079529828,-0.0197313270456662,-0.000333220788223078,0.00188125040386506,-0.00202323757467495,1.55528277285744e-05,2.4917142659237e-05,8.08009088790178e-06,5.07431260151237e-06,0.0181776797953245,0.0137744100941515,3.04167611795752
11,-0.0039121932165307,-0.0104944549351696,-0.0256471066348784,-0.000519690711005089,-0.00450819461633375,0.000557389161704781,4.59944140820116e-06,6.02828640489885e-06,-1.2317672695373e-05,9.48818717435877e-06,0.0173343631111467,0.0104274661297213,5.96712060191496
12,-0.00489252104235336,0.00518183917079624,-0.00745979517224812,-0.000776011641921363,-0.00280061581008921,-0.000579152117239099,8.56269443477824e-06,1.14381813844377e-05,-2.15829824436755e-05,2.98663437710061e-06,0.0066707472980911,0.00885338949426568,3.66577234350563
13,0.000851994213638899,-0.00338461375689381,-0.0026749291343711,-0.000982724036001403,-0.0010396049266715,-0.0013063481730735,1.13491010468275e-05,6.42091482123193e-06,-1.17444652274441e-05,4.44565935951327e-06,0.00645088590976581,0.0055254909007948,2.21792515598758
14,0.000603881453410962,-0.00220409359053002,0.00571718929578122,-0.00128865831975704,-0.000336589094042182,-0.00165740934185126,1.13046772171037e-05,5.75004400938405e-06,-6.90798773839996e-06,-3.26574005238276e-06,0.00465421538010553,0.00482218864767825,2.24826166351529
15,7.01164872662759e-05,-0.00020029012545282,0.00372223050071272,-0.00137477647520206,0.00104533868195064,-0.001099519978637,1.06763083197842e-05,-6.05653647804246e-06,-1.96030321658878e-05,-1.2814152373832e-06,0.00629974301936019,0.00614323712707257,2.13084650295632
16,0.00169286970100711,0.00300275436266948,0.00760168547482569,-0.000805801105699661,-0.00313143650805279,-0.000689938948571578,-3.98903588289031e-06,1.73690951431646e-05,-1.79201171563842e-05,-9.35888714194953e-06,0.0056819456640652,0.00719603859705805,4.40454748875981
17,0.00294361051243525,0.00676828893960881,0.0189939046090648,-0.000303569577213567,-0.00386530744998473,0.000402860202385649,-5.25124927943631e-06,1.18165058241392e-06,-1.02832050732952e-05,-6.49936299540059e-06,0.0105595615910889,0.00994141108638641,5.2165255460617
18,-0.00647390861126052,0.0038605478243013,0.0176116713698755,0.00098740643521195,0.00108793531495902,0.00075204170449917,-7.39844130673122e-06,-2.9213966003974e-05,1.08270719297823e-05,-2.03976300905842e-05,0.0225939004016301,0.0143101322809528,2.07217236439912
19,0.00381330913298307,-0.00900485750405581,-0.00699209043550869,0.000139807048097881,-0.00303619262980085,0.0014136335127851,1.12235991509383e-05,2.83256998679806e-05,1.12240390532078e-05,-3.33520587448829e-06,0.0118093067673559,0.00713709027457407,3.83595414063965
20,-0.0151036784665141,-0.00727964242584246,-0.017036134217134,0.000428969577626538,-0.00422857776824456,-0.000585938292458933,6.87231926730577e-06,-7.04636510810299e-07,-2.15820450244864e-05,4.54505497372667e-06,0.0213045887472113,0.011366783114004,5.53264821272705
21,-0.00409494965234601,0.00455099657563447,-0.000787084089343372,0.000688929653188231,-0.00221731732616778,-0.00142359243891109,1.16240774967883e-05,1.14098359873589e-06,-1.43697095786723e-05,2.36939241746272e-06,0.0107274735461897,0.00610373248190011,3.22601879549184
22,0.00140066218780965,-0.00169799948877206,-0.00571794287238792,0.000650667547986623,-0.00057144182995266,-0.00179493147233161,1.15771388225452e-05,7.72100338110376e-06,-1.01124396898213e-05,1.84943896459619e-06,0.00769858382226811,0.00557775978415399,2.00458842134978
23,0.00134092815951961,-0.00465238491554357,0.0032648751969981,0.000307387439558751,3.39119201248022e-05,-0.00208707679949674,1.08230512581842e-05,5.07845153104847e-06,-8.08928848286406e-06,2.43143353275512e-07,0.00509214614281615,0.00435005325923058,1.66531992209318
24,0.00168739269534028,0.0132753271354094,0.000562369746889812,-0.00131151875292099,-0.00214203863399239,0.000604570574463787,-1.04149537220608e-05,1.22847220509483e-05,-1.05692645348449e-05,-5.74697837118204e-06,0.00873449055752771,0.00786940348115185,2.83870726227427
25,0.00194603306406342,-0.016773472056651,-0.00386798570254797,0.000295689187605999,-0.00220561137954371,0.00140795368732819,1.18806284559856e-05,8.5742365843361e-06,1.31092952874393e-05,-7.68194033853239e-07,0.0190237713815515,0.0148422943952967,3.02047799274521
26,-0.00141202270305826,-0.00495525520968739,0.0025347230656352,0.00140309847780752,-0.000607726965198923,0.00177611279966568,4.01406815810979e-06,1.63681670222558e-05,4.25558550374859e-06,-4.57578646423322e-06,0.0135442501864247,0.0102809850149748,2.53963609593638
27,0.00141535334089361,-0.00218658425464084,0.00312734272900579,0.00175262442940085,0.000169997449534238,0.00168734225612568,4.23751854025958e-07,1.22217824793917e-06,-8.78468744611684e-06,-2.15659560030679e-06,0.0118678934291083,0.00999756521095012,2.38301757322604
28,-0.00249395011678582,-0.00480686516426381,0.00243483648313688,0.001224851770776,-0.000655448017583821,0.00193625997148568,4.57903458242369e-06,1.26012539334878e-05,1.04060254329026e-05,-1.88686428398161e-06,0.0119754236669324,0.00930342420572318,2.37534747035688
29,-0.00444234608571296,0.00024366286419102,-0.00961205726975504,0.00126575514796499,-0.00376867791099869,-0.0014859660523686,3.3496869949828e-06,1.27978346490771e-05,-9.37514436201674e-06,-2.89452484451351e-06,0.0365408204031302,0.00804606570611385,4.74362305790199
30,-0.00185582820853932,0.00810577911949715,0.00566019827544462,0.00083467475285435,-0.00241401114820914,-0.00193387350696478,2.00783387149056e-07,1.11857764537912e-05,-1.12808148547742e-05,2.81190897643012e-06,0.0153827476532482,0.0067712375130902,3.60489372256083
31,-0.000447567219060815,0.00969948842001035,-0.00428165946259354,0.000586298290377968,-0.000494189724309768,-0.00233739305548384,-4.29870509234582e-06,7.05170337746518e-06,-1.12033188095088e-05,-1.34480578729826e-06,0.00802237610052185,0.00473137684233773,2.24358801311149
32,0.000475579192639707,0.00314552226370323,0.00941875131709384,0.000272594874796925,0.000421754370806139,-0.00236299058523093,-4.64928773560722e-06,4.6803618518149e-06,-6.16974967558957e-06,2.01400897984566e-06,0.00703607306189499,0.00629393582658554,2.10450214174848
33,-0.000773790933856384,-0.01141070772895,-0.00117472156202825,-0.000240607208450935,-0.00115264196567863,0.00130397920713465,1.84061428821273e-05,4.99388446713765e-07,1.48141074936631e-05,8.99540985644501e-07,0.00654097731594823,0.00474423825083843,2.05111048926734
34,-0.00236943526267266,-0.00233599730871493,0.0059171002826862,0.00192317480047964,-0.000728943044808535,0.00178899395495202,-4.4332713482085e-06,-8.59152234476048e-06,-4.06358473145896e-06,-2.52629255999817e-06,0.00905952136194847,0.00738319655613581,2.90914754778061
35,-0.00114571307477553,0.00231583227217893,-0.00106913323342182,0.00187015165767512,-4.12835970497054e-05,0.00186817806940727,1.87597784659548e-06,-3.89120697498315e-06,-1.63869357431226e-06,-5.56054347968383e-06,0.0049901940945594,0.00484339596280903,2.5806836554893
36,-0.000731662298482088,-0.00447604807085187,0.00885457808012498,0.0020355598916136,-0.000150941705077674,0.00193135787838049,6.79564954137105e-06,-3.03537859301746e-06,5.20231615605185e-07,-3.956311010713e-06,0.00596510018477406,0.00520332939799696,2.70538236584211
37,-0.000998918017138624,-0.00357573273036673,0.00483531847679068,0.00203481377302919,-0.000277485072107578,0.00254670334183268,5.59150874825264e-06,9.1336179149307e-06,6.21194773144122e-07,-2.68393461663803e-06,0.0126716062174453,0.0107664561049002,2.7290193194219
38,-0.00235729983577049,0.000593654175884187,0.00511116867797759,0.00105666020004106,-0.00204935540463951,-0.00187373481001798,-7.88929891701201e-06,1.14911037412189e-05,-7.40330354276927e-06,-1.17178750568309e-06,0.0360970059927119,0.00891317800100003,3.46084572967554
39,0.00299049622213688,-0.00389704343135365,-0.00445864502835485,0.000613691925223622,-0.00101169129799464,-0.00230230041763124,2.46084393091912e-07,1.01140852477937e-05,-3.86201211924356e-06,2.31121678427678e-06,0.0166748738199414,0.0103642320922075,2.69789270285929
40,0.00123746026684631,-0.00483796933961924,0.000371772357098025,0.000328273835270785,-0.000316391492322267,-0.002658335587472,7.98758992578599e-06,4.05927382724446e-06,-2.83770164452157e-06,9.78416082567918e-07,0.0113783778219442,0.0101947031844862,2.09496945918238
41,-0.000722990475036296,-0.0059469587370482,-0.00271281932522894,0.000400473248123467,0.000469622039599346,-0.00250600502137579,1.23052904130469e-05,-6.2487172281132e-06,-1.91970945065074e-06,1.05326877557502e-07,0.00501524129679622,0.00445724123241201,1.92536264432921
42,0.000543515200392014,-0.00951884992732908,0.0100569078268522,0.000761566022803325,0.000104172941941401,-0.00265218721529192,1.19172973938168e-05,-9.01926905311788e-06,-1.51544768246831e-06,1.44418160192099e-06,0.00690576294992588,0.00652644660903668,2.28579256655308
43,0.00204295628731673,0.00887097736234232,0.005512018219905,-0.00263841284376503,9.10912194452401e-05,0.00128903904525039,-3.00705937626384e-06,6.92476794729557e-07,-1.36833677111914e-05,-1.07754417733957e-05,0.0109785731661442,0.00969763406186775,2.46668067650778
44,-0.00212584787981296,0.0127020439032928,0.0014176825919985,-0.00057115717465766,0.000267675032950905,0.00184919510103902,-1.88550294803548e-05,4.80242778319073e-06,-9.51358261050026e-06,-6.74509573638316e-06,0.0106440632331808,0.00883160701262745,1.62077370743069
45,-0.00395884881501537,0.0016612321132678,4.54042025912245e-05,0.00199398752620794,-0.000192581899762388,0.00217404009430399,-1.17143506661458e-05,3.33358284537175e-06,-3.38003263844817e-06,-3.89355988717136e-06,0.0117380791717839,0.00950366904988652,2.89108235723071
46,0.000289350512020437,-0.00394977904804844,0.000600063466593061,0.00214659276730912,0.000105308687701375,0.00231540129167985,3.51690011813493e-06,-3.29284133224597e-06,-1.12401086251952e-06,-3.6104606718611e-07,0.00714354713336665,0.0070014885321158,2.97430803396085
47,0.000376805891924762,0.00485015840724037,0.00251514369118481,0.00227269286504478,-0.000258645416724591,0.00186317245873758,-2.57767846110879e-06,2.0004566311099e-06,-2.32591328698017e-06,-1.49500905717963e-06,0.00456408130294788,0.00451858495032011,2.87340524253543
48,0.00154263932669717,0.00602302421507478,0.00231669492976411,0.0021497460124152,0.000161460309385287,0.00235399021026807,-4.17752907682406e-06,2.88792877266436e-06,-5.3603192918485e-06,-2.48891694527701e-06,0.00416735750622851,0.00399196652080738,3.08631200107836
49,-0.0252877203687814,0.00374621218141498,0.00353317719100335,1.7543333356915e-05,-0.00142947252298727,-0.0021643563227326,-5.14178932089136e-06,-2.76382749494351e-06,-2.03454320049499e-06,-8.41562528424963e-08,0.0419476462344387,0.00769055598055481,3.08681845126923
50,-0.00826242251024202,0.00363597740675745,0.00380113349485421,0.000395804310728761,-0.00102641799782559,-0.00238888633226907,-8.59091183667273e-07,-9.31995002047036e-06,1.93598699635867e-06,1.03931963670767e-06,0.0114138588886547,0.00561858014099031,2.62999123953949
51,-0.00488354237480742,0.00227406569329699,-0.00682942121076963,0.000901540401832229,-0.00145943120384343,-0.0025168035043528,-2.39972277620123e-06,1.26151585892688e-05,-6.58377206064053e-06,-2.39419655908796e-07,0.00749288816439113,0.00656368355078455,2.47290856588438
52,-0.00211040428617461,0.00333284547360065,0.00597730046695426,0.00168990249303059,-0.000834839715007514,-0.0025063516176851,-4.89320841933937e-06,1.39097032900191e-05,-1.64083736152893e-06,-1.80098879299896e-07,0.00779551276597413,0.00708186177150723,2.82945753444948
53,-0.0002182716051954,-0.00325918113684507,-0.00171534582287038,-0.00264119185644451,0.000291635010035322,0.0022866420474767,-1.69701723099975e-06,5.32401665897161e-07,9.28576925002193e-06,5.59899204184544e-06,0.0101577308701658,0.0101830018315981,3.16500243629753
54,0.000238346678329656,-0.000691314210843063,-0.00360194358883603,0.00254500651988285,-0.000351226492043601,-0.00268944945124528,-2.58807927726648e-06,1.56084986990012e-06,4.04704477301471e-07,1.72649540797653e-06,0.0132020536888652,0.0129583351010023,3.3452262453224
55,-0.00200744783010502,-0.00664949606820996,-0.00635877208643749,0.00234830287549836,-0.000536105990465141,-0.000823562784709325,2.81926903715101e-07,-6.21677209312407e-06,7.44123901141605e-06,1.86078651033072e-05,0.00955349562200876,0.00914898706572309,2.38467602077529
56,-0.00350306008206637,-0.00419594866397642,-0.00195760815859355,0.00207674067623382,0.000112603480688334,0.00188843200159651,1.44446995865304e-06,-4.24760818615544e-06,6.12393584982524e-06,1.55799809586741e-05,0.00870011638892982,0.00676794379811431,2.5749548117362
57,0.000577367764753183,-0.00205262027778445,0.00481929956727728,0.00191159700371284,0.000154075117263601,0.00224422713226707,2.24536780532437e-06,-4.00936619991037e-06,-2.40880594090053e-06,-3.29028471223268e-06,0.00281361485022147,0.00257320579652951,2.88632906004131
58,-0.000389966830903334,0.00132351833729344,0.00126713458416016,0.00176511740424038,-7.98404230993796e-05,0.00170902039780177,-1.6050183033056e-07,-9.23774102743164e-07,-3.26131813997079e-06,-3.27409722717248e-06,0.00431862527543349,0.00429102984145247,2.28064341065873
59,0.000801888352837153,-0.00660442499349898,0.00430095952776432,0.00211108014678462,-0.000409872848969715,0.00159144598422796,2.72654222602013e-06,-3.69376352938239e-06,-6.87878921151278e-07,-3.29119342262124e-06,0.0071972994631623,0.00664971093254148,2.70383874628837
60,-0.0198513041251267,0.00428679634932335,-0.00987211497707869,0.000132838895722336,-0.00204469304530597,-0.00203835473932842,-9.62159205374954e-07,7.29592372351672e-06,-5.40724769903309e-06,1.12572927437131e-06,0.0379755628296743,0.00456416553294455,3.57470245271957
61,-0.00846050740090832,0.00595272059107019,-0.00742566574443035,0.000598634710313309,-0.00249885938923614,-0.00195144236007855,-7.63369365262168e-07,8.33230577904037e-06,-8.37817821544116e-06,1.61687157950023e-06,0.0133380905175537,0.00442703352031228,3.46086973975907
62,-0.00215417016250663,0.00255687805583052,-0.00632446725251839,-0.00136529955090316,-0.00388409433298132,0.000564999358299082,3.83049598767327e-07,-3.73382330443074e-06,-4.5092749563411e-06,7.4202055477296e-06,0.00643959718974102,0.00539414560684119,3.26339410823135
63,-0.00107087822649207,0.00629143432886778,-0.00515486678161148,-0.00245692158137142,0.00160786227574883,0.00218522927377305,2.63051197989657e-07,2.43847172641796e-06,7.79099184022737e-06,4.07868308183904e-06,0.00685470505299688,0.00645549599350924,3.38266140787107
64,-0.000775101198235218,0.00266688825175827,0.00106902914493954,-0.00260567656452048,0.000749088981967055,0.00256171278113858,-3.26570070796883e-07,-1.75260988626422e-06,2.66552503561042e-06,4.72240181528916e-06,0.00854382377272895,0.00840997276527779,3.49936698439369
65,-0.000483135091261956,-0.00381718010297997,-0.00401933159618359,0.00249732924454093,-0.000519244438695215,-0.00272778721347633,-2.78915227009351e-06,-4.23377088511102e-06,3.14113843912947e-07,9.31249493609661e-07,0.0110449768321735,0.0110370181140971,3.62722327513361
66,-0.00119398060368633,-0.00431372098834892,-0.0118123543633875,0.00214331251323573,-0.000282245933841294,-0.00168072468063469,-3.82626588380864e-08,-9.94840009441572e-06,3.41523232304912e-06,1.72991703972857e-05,0.0122055502913826,0.0110434592354247,2.62006588804348
67,-0.00428579635749101,-0.00502022860888757,-0.0082716931440379,0.00181266204422432,0.000142667829219177,0.00125777927707418,-5.27584854917131e-07,-3.96140260509983e-06,4.43401956023357e-06,1.86882474248877e-05,0.00534240318563156,0.00368117876091813,2.23363517174322
68,0.00126304292220332,-0.00189126936808589,0.00775104257357856,0.0016621800789842,0.000582705069674021,0.0023567976606435,-4.05125474293146e-07,-4.75318813998525e-06,1.971362928027e-07,-2.76617525533877e-06,0.00410218794505372,0.00435819181625032,3.00835613849412
69,0.000841824653435032,0.00827154194119726,-0.00202531777947572,0.00185321331123987,-0.000522822964297793,0.00154444334041047,-9.35377374987873e-07,3.91794890852823e-06,-2.2749199494181e-06,1.99933071780585e-06,0.00380823018479725,0.00345582185165829,2.52319657856639
70,-0.00116935287477882,0.00732629319281293,-0.00684919061954412,-0.000950180878427789,0.0010423376197642,-0.00149669416968829,-5.1586973925967e-06,-8.55012627476672e-06,-1.39939100261609e-05,1.42114540909813e-05,0.0465812999147487,0.0426703541887392,2.11778039919603
71,-0.0051944931859104,-0.00868248338960615,0.0131665457901757,0.00134249425082728,0.00406157539996407,-0.00116160835698944,-8.44230630947457e-06,-7.36411338540123e-06,-1.34473373179415e-05,4.71328158792177e-08,0.0172834984579365,0.0127704144084485,6.07643977020951
72,0.00439174051439058,0.00902209220699681,-0.00425380601050778,-0.00148004459286406,-0.000858794774487187,-0.00181212975209894,-9.8797083217568e-07,2.3956614438846e-05,-1.7471297502145e-05,6.35761253135403e-06,0.0141151295188599,0.0102771361013817,2.55416596701986
73,-0.00742798938206329,-0.00175516063774008,-0.0112154896686099,0.000588636134102929,-0.00325812811292108,-0.00147199530018115,6.07294434615488e-06,2.67825813322808e-06,-7.56575083715523e-06,3.47560092490743e-06,0.0144187855279869,0.00379295438435841,3.86911278400738
74,-0.000915570509917998,-0.00719002351382972,-0.0082462572030647,-0.00189637169862145,0.00286543160600515,0.00146829551388521,1.01124175531264e-06,9.23860809148108e-06,5.94394447516762e-06,-4.48227718078775e-06,0.010247710034537,0.00515413597276851,3.87760829685843
75,-9.61062450299687e-05,1.10468174443289e-05,-0.0085470870216302,-0.00228621080760872,0.00224411169881229,0.00220342503651804,-1.83434293394255e-07,4.9255444946645e-06,7.11064971528232e-06,-6.99466038701106e-07,0.00785793090339971,0.00574250009570502,3.4057176650366
76,-0.000601588340865421,0.00716582399260956,-0.00712852781528513,-0.00264863364280493,0.00103384786256875,0.00272161657841803,-1.44094446601096e-06,-4.83773349907098e-07,3.58296071770917e-06,2.07003098961642e-06,0.00744304938045195,0.00714696657933828,3.43380634682173
77,-0.00104578538940663,-0.00605945328917424,0.00140177224846374,-0.0027421071145519,0.000393940665633114,0.00277679848386315,-8.70489224599741e-07,4.58266749961239e-07,2.55610044214727e-06,-4.25633353570598e-06,0.00918030997399953,0.009091115483985,3.55913875457145
78,-0.00016798091484213,0.00132737124320574,-0.00405458135876392,0.0024296453646451,0.000183168762377748,-0.00230090483087393,-5.25705559632806e-06,-1.01801138945983e-05,-3.08469246170947e-06,9.58425935190997e-06,0.0134254194959559,0.0104567025786287,3.18375427029857
79,-0.00115289898619889,0.00310444523310489,-0.00570493073706287,0.0019193220236482,0.000370649424018362,2.56898814379805e-05,-3.45061253301646e-06,-7.49977618896557e-06,-1.30147924583474e-06,1.6426946642913e-05,0.00666646770200847,0.00637171323894828,1.65057898805589
80,4.43230484693929e-05,0.00137846502729846,0.00711882578972732,0.00172667401572028,0.000599970902868821,0.00220602059417836,-2.18795105296942e-06,-6.66774817771087e-07,4.77603271317415e-06,6.61011771841738e-06,0.00700548097225605,0.00540771837776472,2.84520829043476
